測定局コード,測定局名称,住所,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,PM2.5,SP,WD,WS,TEMP,HUM,問い合わせ先,局種別
14107520,磯子区滝頭,横浜市磯子区滝頭３－１－６８,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,横浜市,自排局
14108020,金沢区長浜,横浜市金沢区富岡東６－１６－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,横浜市,一般局
14109040,港北区総合庁舎,横浜市港北区大豆戸町２６－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市,一般局
14110050,戸塚区汲沢小学校,横浜市戸塚区汲沢３－６－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,横浜市,一般局
14110510,戸塚区矢沢交差点,横浜市戸塚区戸塚町４２７２,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,横浜市,自排局
14111020,港南区野庭中央公園,横浜市港南区野庭町613,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,横浜市,一般局
14111520,港南中学校,横浜市港南区港南中央通６－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,横浜市,自排局
14112020,旭区鶴ヶ峯小学校,横浜市旭区鶴ヶ峰町１－４２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横浜市,一般局
14112510,旭区都岡小学校,横浜市旭区都岡町４－８,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,横浜市,自排局
14113020,緑区三保小学校,横浜市緑区三保町１８６７,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,横浜市,一般局
14113510,青葉台,横浜市青葉区しらとり台５,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,横浜市,自排局
14113520,資源循環都筑工場前,横浜市都筑区平台２７－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,横浜市,自排局
14114020,瀬谷区南瀬谷小学校,横浜市瀬谷区南瀬谷１－１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市,一般局
14115010,栄区上郷小学校,横浜市栄区犬山町６－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市,一般局
14116010,泉区総合庁舎,横浜市泉区和泉町４６３６－２,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市,一般局
14117010,青葉区総合庁舎,横浜市青葉区市ヶ尾町３１－４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市,一般局
14118010,都筑区総合庁舎,横浜市都筑区茅ヶ崎中央３２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市,一般局
14131020,川崎区役所大師支所,川崎市川崎区東門前２－１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14131030,国設川崎,川崎市川崎区田島町２０－５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省,一般局
14131100,川崎市役所第４庁舎,川崎市川崎区宮本町3-3,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14131530,池上新田公園前,川崎市川崎区池上町３,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,川崎市,自排局
14131540,日進町,川崎市川崎区日進町２３－１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14131550,富士見公園,川崎市川崎区富士見１－１－６,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14132060,幸スポーツセンター,川崎市幸区戸手本町１－１１－３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14132510,遠藤町交差点,川崎市幸区遠藤町１,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,川崎市,自排局
14133010,中原区地域支援みまもりセンター,川崎市中原区小杉町３－２４５,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14133520,中原平和公園,川崎市中原区木月住吉町３３－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14134010,生活文化会館,川崎市高津区溝口１－６－１０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14134530,二子,川崎市高津区溝口５－１５－７,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14135070,弘法松公園,川崎市麻生区百合丘２－１０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14135080,登戸小学校,川崎市多摩区登戸１３２９,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14135530,柿生,川崎市麻生区片平２－３０－７,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14135540,本村橋,川崎市多摩区宿河原２－５９－２,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14136010,宮前平小学校,川崎市宮前区宮前平３－１４－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川崎市,一般局
14136510,宮前平駅前,川崎市宮前区土橋２－１－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市,自排局
14153510,古淵,相模原市南区古淵３－１１４－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,相模原市,自排局
14201020,追浜行政センター,横須賀市夏島町９,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横須賀市,一般局
14201040,西行政センター,横須賀市長坂１－２－２,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横須賀市,一般局
14201050,久里浜行政センター,横須賀市久里浜６－１４－２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横須賀市,一般局
14201080,池上コミュニティセンター測定局,横須賀市池上４－６－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横須賀市,一般局
14201530,小川町交差点,横須賀市小川町3番地,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,横須賀市,自排局
14203030,神田小学校,平塚市田村６－１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,平塚市,一般局
14203040,旭小学校,平塚市河内３０７,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,平塚市,一般局
14203050,花水小学校,平塚市龍城ヶ丘５－６２,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,平塚市,一般局
14203100,大野公民館,平塚市東真土2-12-1,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,平塚市,一般局
14203510,松原歩道橋,平塚市天沼２－５,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,平塚市,自排局
14204010,鎌倉市役所,鎌倉市御成町１８－１０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14204530,鎌倉市岡本,鎌倉市岡本１０１８,×,◯,◯,×,◯,×,×,×,×,◯,◯,×,×,×,×,×,神奈川県,自排局
14205010,藤沢市役所,藤沢市朝日町１－１,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,〇,◯,藤沢市,一般局
14205030,湘南台小学校,藤沢市湘南台5-23,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,藤沢市,一般局
14205040,御所見小学校,藤沢市打戻１９０２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,◯,◯,◯,〇,◯,藤沢市,一般局
14205050,明治市民センター,藤沢市辻堂新町１－１１－２３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,藤沢市,一般局
14205510,藤沢橋,藤沢市藤沢１－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,藤沢市,自排局
14206010,小田原市役所,小田原市荻窪３００,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14206520,小田原市東町測定局,小田原市東町4-12-1,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,神奈川県,自排局
14207010,茅ケ崎市役所,茅ヶ崎市茅ケ崎１－１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,神奈川県,一般局
14207510,茅ケ崎駅前交差点,茅ヶ崎市茅ヶ崎１－２３４０－１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,神奈川県,自排局
14208020,逗子市役所,逗子市逗子５－２－１６,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,神奈川県,一般局
14208520,逗子市逗子,逗子市逗子５－１０－１９,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,神奈川県,自排局
14209010,相模原市役所,相模原市中央区中央2丁目11番15号,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,相模原市,一般局
14209020,相模台,相模原市南区桜台20番地1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,相模原市,一般局
14209030,橋本,相模原市緑区橋本6丁目15番27号,◯,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,相模原市,一般局
14209040,田名,相模原市中央区田名４９８７－６,◯,×,×,×,×,◯,×,×,×,◯,×,×,×,×,×,×,相模原市,一般局
14209050,津久井,相模原市緑区中野633,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,相模原市,一般局
14209530,上溝,相模原市中央区上溝2322番地2,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,相模原市,自排局
14210010,三浦市城山,三浦市城山町５－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14211010,秦野市役所,秦野市文京町２５８１－１５,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14211510,秦野市本町,秦野市本町１－１０－１４,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,神奈川県,自排局
14212020,厚木市中町,厚木市中町１－８－１１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14212520,厚木市金田,厚木市金田１７２,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,神奈川県,自排局
14212530,厚木市水引,厚木市水引２－３－１,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,神奈川県,自排局
14213010,大和市役所,大和市下鶴間１－１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14213510,大和市深見台交差点,大和市深見台４－１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,神奈川県,自排局
14214020,伊勢原市役所,伊勢原市田中３４８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,神奈川県,一般局
14214510,伊勢原市谷戸岡,伊勢原市大住台１－１－１,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,神奈川県,自排局
14215010,海老名市役所,海老名市勝瀬１７５,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,神奈川県,一般局
14216020,座間市役所,座間市緑ヶ丘１－１－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,神奈川県,一般局
14217020,南足柄市生駒,南足柄市生駒３３０－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神奈川県,一般局
14218010,綾瀬市役所,綾瀬市早川５５０,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,神奈川県,一般局
14321010,寒川町役場,高座郡寒川町宮山１６５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,神奈川県,一般局
14382010,箱根町宮城野,足柄下郡箱根町宮城野626-11,◯,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,神奈川県,一般局
14401010,愛川町角田,愛甲郡愛川町角田１０４－４,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,神奈川県,一般局
15102510,東山の下,新潟市東区藤見町１丁目２３番５７号,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,新潟市,自排局
15108010,巻,新潟市西蒲区巻甲６３５番地,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,新潟市,一般局
15201060,大山,新潟市東区大山２丁目１１番２号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,新潟市,一般局
15201150,太郎代,新潟市北区太郎代４７２番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,新潟市,一般局
15201220,山木戸,新潟市東区山木戸１丁目１番２０号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,新潟市,一般局
15201270,松浜,新潟市北区松浜５丁目１２番２号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,新潟市,一般局
15201322,市役所,新潟市中央区学校町通１番町６０２番地１,×,◯,◯,◯,×,◯,◯,◯,◯,×,◯,×,×,×,×,×,新潟市,自排局
15201410,坂井輪,新潟市西区坂井東１丁目２番１号,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,新潟市,一般局
15201420,豊栄,新潟市北区朝日町４丁目１番２号,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,新潟市,一般局
15201430,亀田,新潟市江南区亀田緑町１丁目２番８号,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,新潟市,一般局
15201560,長嶺,新潟市中央区中央区長嶺町１１０番１,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,新潟市,自排局
15201570,白根,新潟市南区白根１４０７番地,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,×,×,×,×,新潟市,自排局
15202080,長岡工業高校,長岡市幸町２－７－７０,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,新潟県,一般局
15202510,城岡自排,長岡市城岡２－９３８－３,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,新潟県,自排局
15205060,柏崎,柏崎市三和町5-55,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,新潟県,一般局
15206050,新発田,新発田市中央町５－８２１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,新潟県,一般局
15207020,新津,新潟市秋葉区新栄町４番１号,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,×,×,新潟市,一般局
15212010,村上,村上市塩町５１３９番１,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,新潟県,一般局
15213010,燕,燕市白山町2丁目7番27号,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,◯,×,×,新潟県,一般局
15216010,糸魚川,糸魚川市横町３丁目２５７－７,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,新潟県,一般局
15217050,大崎,妙高市大崎町３５４,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,新潟県,一般局
15222190,深谷,上越市大字三橋８４０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,新潟県,一般局
15224010,佐渡,佐渡市畑野甲５１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,新潟県,一般局
15224950,国設佐渡関岬酸性雨,佐渡市関204,◯,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,〇,◯,環境省,一般局
15307080,杉谷内,北蒲原郡聖籠町大字藤寄字権現堂２８００－８,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,新潟県,一般局
15310010,中条,胎内市東本町１６－５７,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,新潟県,一般局
15463010,六日町,南魚沼市六日町620-2,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,新潟県,一般局
15543010,西福島,上越市大字黒井字馬ノ口３９－３地先,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,新潟県,一般局
16201021,富山芝園,富山市安野屋町１－１－４２,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,富山市,一般局
16201110,富山水橋,富山市水橋畠等２９８－１１,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,富山市,一般局
16201140,富山蜷川,富山市赤田５０－１,◯,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,富山市,一般局
16201400,富山岩瀬,富山市蓮町４－３－１０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,富山市,一般局
16201510,富山城址,富山市本丸１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,富山市,自排局
16201520,富山豊田,富山市豊田町２－９３－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,富山市,自排局
16202060,高岡伏木,高岡市伏木東一宮１－６,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,富山県,一般局
16202520,高岡大坪,高岡市大坪町,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,富山県,自排局
16203030,新湊海老江,射水市東明中町５－３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,富山県,一般局
16204090,魚津,魚津市北鬼江１－１０７－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,富山県,一般局
16205180,氷見,氷見市窪１２４１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,富山県,一般局
16206240,滑川上島,滑川市上島４７１,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,富山県,一般局
16207011,黒部植木,黒部市植木１１８,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,富山県,一般局
16208120,砺波,砺波市太田１４３９,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,富山県,一般局
16209100,小矢部,小矢部市泉町６２４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,富山県,一般局
16342060,入善,下新川郡入善町入膳３９４５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,富山県,一般局
16362010,婦中速星,富山市笹倉１２９,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,富山県,一般局
16381010,小杉太閤山,射水市中太閣山１７－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,富山県,一般局
16408060,福野,南砺市柴田屋１５３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,富山県,一般局
17201090,西南部,金沢市新保本１－１４９,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,金沢市,一般局
17201110,小立野,金沢市小立野５－１１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,金沢市,一般局
17201290,中央,金沢市長町１－１０－３５,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,×,×,×,×,金沢市,一般局
17201300,駅西,金沢市西念３－４－２５,×,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,金沢市,一般局
17201310,西部,金沢市寺中町へ－６０,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,×,×,×,×,金沢市,一般局
17201320,北部,金沢市小坂町北９５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,金沢市,一般局
17201550,武蔵,金沢市武蔵町１５－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,金沢市,自排局
17201560,片町,金沢市片町２－２－２０,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,金沢市,自排局
17201650,山科,金沢市山科1丁目地内,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,金沢市,自排局
17202190,七尾,七尾市小島町二３３－４,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,〇,◯,石川県,一般局
17202200,石崎,七尾市石崎町香島１丁目９６,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,七尾市,一般局
17202240,大田,七尾市大田町赤崎,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,石川県,一般局
17203140,小松,小松市園町ホ８２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,石川県,一般局
17204010,輪島,輪島市三井町洲衛１０部１１番１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,石川県,一般局
17205020,珠洲,珠洲市野々江町シ部３２,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,石川県,一般局
17206010,大聖寺,加賀市大聖寺南町二２１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,石川県,一般局
